K10a,K10b,K10c,K11a,K11b,K11c,K12a,K12b,K12c,K13a,K13b,K13c,K14a,K14b,K14c,K15a,K15b,K15c,K16a,K16b ,K16c,K17a,K17c,K18a,K18b,K18c,K19a,K19b,K19d,K20a,K20b,K20c,K21a,K21b,K21c
0,0,0,1,0,0,3,2,3,1,0,0,1,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,2,0,1,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0
4,9,3,11,5,7,4,2,4,10,8,7,7,7,6,2,4,3,4,8,9,5,11,3,5,2,7,3,6,4,5,3,5,5,6
12,7,7,11,11,11,2,4,4,11,8,5,10,10,8,7,7,4,4,9,7,9,6,9,10,5,6,3,4,5,7,6,5,4,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2,1,0,5,7,1,5,6,2,7,4,2,7,7,1,6,2,2,3,6,2,7,12,4,0,1,5,9,8,5,4,5,6,4,4
19,17,11,15,12,18,21,17,15,20,20,12,12,7,5,15,8,8,24,19,17,27,20,12,10,13,24,23,24,25,25,25,24,25,23
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,0
0,0,0,0,0,1,1,0,0,2,1,1,2,2,2,1,0,0,0,0,1,2,1,0,2,1,1,0,0,0,1,0,1,1,3
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,28,35,28,34,32,27,26,37,26,32,43,26,35,39,29,45,41,31,34,26,31,28,14,17,19,25,30,27,30,23,28,28,30,23
14,15,16,14,15,14,20,19,22,17,20,19,17,20,20,17,20,23,15,17,15,14,14,14,16,14,12,14,14,13,14,11,15,11,14
5,5,8,7,7,6,8,7,8,6,7,10,7,6,6,5,11,12,5,5,5,8,9,2,4,5,8,7,7,8,7,5,5,8,7
13,13,8,20,21,25,17,14,17,13,18,13,20,24,29,20,17,16,14,11,11,12,10,15,13,15,14,15,15,14,16,16,14,15,15
0,1,1,1,1,1,1,1,1,2,2,0,1,0,0,0,0,1,0,2,2,1,1,0,1,2,1,1,1,0,1,0,1,1,1
1,0,0,1,0,1,0,0,0,1,1,0,1,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
0,3,0,1,1,1,1,1,1,2,1,1,1,0,0,5,1,3,2,0,2,3,2,1,0,0,2,2,2,1,3,4,1,3,4
0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,1,1,0,0,0,2,1,1,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
5,7,9,8,7,4,0,0,0,12,18,21,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12,7,7,8,8,1,4,1,5,6,2,7,7,6,4,2,1,5,7,6,4,5,7,6,5,6,5,6,5,6,8,7,6,7
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
0,0,0,2,0,1,4,4,3,3,2,0,3,3,1,2,0,1,1,1,1,5,3,1,0,1,2,2,4,2,1,2,3,2,2
1,0,0,1,0,0,2,1,1,2,0,0,4,2,0,1,0,0,3,0,0,3,0,1,0,0,1,1,4,0,1,2,0,0,2
1,0,1,2,2,2,3,1,2,2,1,3,3,2,3,2,2,2,2,5,3,2,3,2,1,2,2,3,1,3,3,3,2,2,1
0,1,1,3,2,2,3,1,2,5,2,2,4,2,2,6,4,2,1,2,2,1,4,1,2,0,1,2,1,0,0,0,0,1,0
19,19,13,15,17,13,12,12,14,21,22,16,12,9,8,15,11,10,18,18,20,27,20,16,17,17,17,21,11,15,14,18,13,16,12
6,6,4,8,6,4,4,1,2,5,3,3,5,1,0,8,1,1,3,2,5,8,5,1,1,2,3,2,4,2,2,2,4,3,2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,1,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1,1,2,2,1,1,1,2,0,3,2,3,2,2,3,2,1,1,1,1,1,0,0,1,1,2,3,1,1,0,1,0,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,1,3,2,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,1,0,0,2,1,2,0,0,0,0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1
0,1,0,1,4,0,1,0,0,4,1,0,2,0,0,0,0,0,0,1,1,1,2,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,3,1,3,1,2,2,1,0,0,1,6,5,2,1,1,3,3,1,8,7,1,0,0,3,4,7,4,3,5,6,4,4
1,2,2,4,4,5,3,4,4,6,3,4,5,3,3,3,4,3,5,9,6,5,7,2,4,3,5,6,7,5,5,6,5,7,6
15,14,16,16,16,16,8,6,8,14,10,13,16,15,15,6,4,6,11,9,10,9,6,9,10,10,12,11,13,12,11,11,14,10,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,7,4,11,12,8,14,15,11,18,10,11,21,19,19,12,11,9,7,15,11,34,30,13,16,18,12,11,15,14,12,10,11,14,12
10,6,5,8,6,0,10,6,6,11,9,8,4,0,1,9,3,4,4,5,5,5,10,1,0,1,2,2,4,3,2,1,3,2,3
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,11,12,5,7,5,6,9,8,6,14,16,6,9,9,4,8,8,5,8,7,3,8,0,4,4,8,9,6,7,8,8,10,9,7
3,5,5,5,7,7,3,6,6,7,7,5,3,6,8,5,18,11,6,14,12,6,13,0,5,1,17,18,13,17,13,18,11,14,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1
0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0
68,45,72,69,48,90,118,84,106,43,85,104,37,55,52,69,75,77,61,42,46,46,42,67,52,46,38,37,26,38,35,41,35,37,38
0,0,0,1,1,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,3,1,2,6,0,0,3,0,0,1,0,0,3,1,1,3,2,1,0,0,1,1,0,2,0,0,1,2,1
3,2,1,2,1,3,2,3,2,2,1,1,2,3,1,4,2,3,2,1,2,3,4,1,2,1,2,1,0,2,2,2,1,2,2
1,2,2,2,2,1,2,2,2,3,1,2,1,0,0,2,2,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,2,2,3,4,1,7,0,0,0,3,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5,11,3,6,11,5,0,5,1,9,2,1,11,1,1,2,2,1,2,7,8,4,10,6,8,6,8,6,7,2,5,7,4,5,1
29,24,38,31,31,27,27,20,25,17,17,14,25,29,29,21,24,18,21,18,16,10,10,13,16,18,22,25,17,14,15,21,19,17,16
1,0,0,1,0,0,1,1,0,2,1,0,3,0,0,1,1,1,1,2,0,1,3,0,0,0,3,2,1,1,1,2,0,2,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,1,3,3,2,0,0,1,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,2,2,2,1,3,1,0,1,1,0,1
1,1,0,1,0,0,0,1,0,1,2,2,1,1,0,1,0,0,0,1,0,1,1,1,1,2,1,0,1,1,1,0,2,0,1
0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,13,18,22,23,21,33,32,42,33,25,36,35,33,32,31,32,29,26,39,32,18,31,25,28,23,19,21,19,19,18,17,17,14,15
1,0,0,2,0,2,0,0,0,2,0,1,1,2,2,0,0,1,1,3,3,1,1,1,1,1,3,5,5,4,3,4,3,4,4
14,7,14,3,4,4,6,5,6,3,2,7,0,3,4,2,5,4,1,1,0,3,0,0,0,0,1,3,1,2,1,1,1,2,1
1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,4,4,4,6,4,5,4,3,5,5,6,7,6,9,6,8,6,4,3,5,2,3,3,3,7,8,5,9,7,7,6,7,7
29,31,36,69,63,74,45,47,47,39,49,57,78,81,79,46,56,54,43,41,42,47,50,36,40,32,55,55,38,51,54,58,52,55,52
1,0,0,3,2,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,0,2,1,0,1,1,1,1,1,1,0,1,1,0,0,2,0,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6,4,3,2,2,0,1,3,0,1,0,0,2,2,0,3,2,0,0,0,1,2,4,0,2,2,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,9,9,22,15,20,12,16,16,19,10,11,20,17,14,18,8,11,15,23,20,22,20,13,18,16,20,21,17,16,12,18,17,17,13
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1
16,11,19,11,10,13,14,11,13,10,10,19,11,13,12,12,14,14,5,5,7,6,5,6,9,10,4,2,2,3,4,3,4,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,1,1,2,1,1
10,9,8,9,8,5,3,2,1,10,9,10,9,7,6,11,10,5,8,9,8,12,13,7,9,9,6,6,7,8,6,7,6,9,8
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,1,0,0,0,0,0,9,11,7,8,9,8,8,9,9
1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2,1,0,1,0,1,1,1,0,2,1,0,0,0,1,1,0,0,2,0,1,1,1,1,1,0,1,2,0,1,2,1
14,13,20,17,17,19,15,16,20,14,15,23,16,20,20,16,25,29,17,14,13,12,6,14,15,13,13,14,11,15,14,15,13,11,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,1,0,1,1,2,3,1,1,1,1,1,0,1,1,2,1,1,0,0,0,1,1,1,1,1,1,1,2,2
1,1,0,1,1,1,1,0,1,1,1,1,1,0,2,1,0,1,1,0,0,1,1,1,0,0,1,1,2,0,1,0,2,1,0
0,2,0,1,1,1,0,2,0,1,0,0,2,0,0,1,0,0,0,0,1,2,2,1,0,0,0,0,1,0,0,1,0,0,0
14,16,12,7,6,2,9,4,1,16,8,8,8,1,2,9,2,0,6,7,7,9,9,2,3,4,6,6,5,6,5,7,6,7,6
1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,2,2,0,0,0,1,3,4,0,1,1,2,1,2,0,1,2
0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27,21,29,15,16,19,18,26,26,15,27,32,8,15,15,23,34,35,28,19,20,19,15,29,24,15,18,20,13,15,16,18,17,18,18
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,11,7,17,13,16,11,11,11,10,7,10,10,10,10,11,11,12,12,7,9,20,16,15,14,16,6,5,7,6,6,4,6,7,6
27,17,26,19,13,20,13,16,15,13,24,17,16,24,25,19,20,16,16,12,14,16,12,10,8,10,14,14,13,22,18,16,16,18,16
4,2,1,5,2,6,6,6,4,8,12,9,4,7,2,9,2,8,8,6,8,11,9,0,0,0,8,8,7,7,8,5,8,7,7
6,8,7,5,7,4,6,4,4,7,5,7,7,6,8,5,4,5,2,3,1,6,9,3,3,3,1,2,3,1,2,2,1,2,1
9,8,10,6,9,6,6,3,3,10,10,10,4,5,6,10,5,4,7,8,7,3,2,0,1,1,9,5,9,9,6,9,8,10,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
98,98,149,49,55,75,52,67,82,41,45,53,36,40,32,38,58,63,43,47,50,59,45,40,54,53,27,27,20,24,26,29,28,25,23
1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,2,1,1,0,0,1,1,2,0,1,0,0,0,1,1,2,0,0,0,0,1,1,2,2,1,2,1,0,1
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,2,2,2,2,1,1,2,2,1,3,0,0,4,3,2,3,3,2,0,0,2,4,2,4,2,2,4,4,4
18,12,21,5,7,7,17,17,17,15,13,7,13,9,11,21,9,8,4,4,5,8,10,2,0,0,8,10,8,6,9,11,7,9,9
1,2,0,6,1,0,6,2,3,4,1,2,5,1,1,5,0,0,1,1,2,6,5,1,0,0,2,2,5,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1,2,2,2,2,1,0,4,0,2,1,3,2,1,3,2,2,1,0,2,2,3,2,0,0,0,2,2,1,2,2,2,2,2,2
11,16,14,17,23,23,13,17,17,21,17,18,21,23,23,14,15,17,16,15,13,11,14,15,16,16,13,12,9,10,11,14,12,13,14
12,5,10,5,5,7,11,7,12,3,12,11,5,10,12,7,9,6,3,3,3,7,4,5,3,3,3,4,2,4,4,3,4,3,5
6,9,9,5,6,8,6,7,11,3,7,8,7,7,7,6,6,6,5,3,2,1,4,6,4,4,7,6,7,7,7,7,5,6,6
4,9,3,15,12,13,5,7,3,13,9,6,11,6,10,3,2,1,2,6,8,20,17,9,9,7,4,4,5,1,2,3,1,1,1
2,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,2,0,4,10,1,5,2,2,2,1,0,2,0,0,3,11,4,2,4,0,0,1,3,2,3,2,2,2,2,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,1,1,0,5,3,4,2,1,1,0,0,0,3,1,2,1,1,1,2,1,0,1,1,0,0,0,0,1,1,0,0,0
6,9,7,3,3,1,2,2,2,5,4,5,2,2,2,5,3,4,2,2,1,2,2,3,3,5,1,1,3,1,0,1,1,2,3
0,0,0,2,2,2,2,2,2,1,0,0,2,2,2,3,2,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1
3,3,1,4,4,4,1,1,0,5,6,3,6,9,6,7,0,1,3,7,7,10,11,2,5,4,6,8,9,9,8,9,7,9,9
1,1,0,1,0,1,2,3,3,1,1,0,0,0,0,0,0,0,4,1,3,3,4,2,2,1,0,0,1,0,0,0,1,0,0
0,0,0,1,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
17,19,19,13,14,10,16,12,16,12,8,14,11,10,14,10,24,22,16,11,8,6,12,7,4,6,11,13,14,10,10,7,9,11,8
9,6,11,5,6,8,5,6,9,5,8,11,4,6,6,6,9,12,13,7,7,7,8,12,8,9,4,8,6,4,6,7,6,5,5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2,2,0,1,2,1,1,1,0,0,1,0,0,1,0,1,1,0,1,2,1,2,2,0,0,1,2,2,1,2,2,2,2,2,2
19,21,21,28,31,24,31,32,29,25,32,34,30,31,33,29,25,27,30,33,32,46,47,29,25,28,29,32,28,33,28,31,33,29,36
0,3,0,5,6,4,0,1,1,1,0,0,8,1,1,3,3,3,4,7,5,2,4,10,10,11,1,2,14,3,1,1,1,0,0
1,0,2,3,0,4,0,0,0,2,2,3,3,0,1,2,2,2,1,1,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0
2,0,0,2,0,1,5,4,2,2,0,1,0,0,0,2,1,0,3,1,3,0,1,4,1,3,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,1,0,1,2,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,3,3,2,3,2,2,2,3
2,1,0,4,3,2,1,0,0,4,2,4,6,4,5,4,0,1,3,2,2,2,5,0,0,0,2,2,3,2,2,0,2,2,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,3,3,2,0,0,0,1,2,1,3,1,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
8,7,8,8,11,8,9,8,9,11,9,10,7,4,5,7,7,6,6,5,6,4,3,8,9,9,4,4,6,4,4,3,4,4,3
11,10,11,11,13,7,10,8,8,12,5,6,13,8,10,12,7,7,8,11,10,7,15,7,11,9,11,10,9,10,8,12,9,10,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0
0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,2,8,2,4,2,2,3,15,13,8,9,7,9,8,8,5,15,12,13,4,0,3,6,5,14,13,16,14,18,17,14,16,14
1,1,1,0,0,0,1,0,0,1,3,2,2,1,0,0,0,0,3,2,4,0,0,0,0,0,3,3,3,3,3,2,2,3,3
2,1,2,4,3,2,0,0,0,3,4,5,5,6,7,2,2,1,4,2,3,3,4,2,0,0,2,3,5,3,3,2,3,2,2
2,5,2,2,2,3,4,5,2,1,5,1,2,3,4,2,2,0,7,11,9,4,13,0,0,1,9,4,4,6,7,5,6,5,6
1,0,0,1,0,0,1,1,0,3,1,2,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,1,0,0,2,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,2,2,1,2,1,1
1,1,2,3,1,2,0,1,0,1,1,0,1,1,0,2,2,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,2,0,0
15,17,18,23,16,18,32,28,29,43,49,56,22,25,23,55,57,61,27,24,22,27,25,1,0,1,12,14,12,12,15,12,14,17,11
12,7,13,9,7,6,9,9,10,4,6,2,8,11,10,13,19,18,17,16,15,7,6,7,12,12,16,18,13,16,14,19,16,13,14
5,5,5,6,7,8,7,9,11,6,6,5,6,5,7,9,8,10,11,10,11,6,8,5,7,6,13,11,12,10,11,14,12,14,12
1,1,0,2,1,2,2,3,2,4,4,3,3,2,3,2,1,1,3,5,4,4,4,4,3,2,3,5,5,4,5,3,4,5,5
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,1,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0
3,1,0,6,7,5,2,0,1,0,1,0,8,5,6,4,3,1,3,2,1,6,2,1,0,0,6,4,8,4,5,5,6,4,4
3,3,3,3,2,2,3,2,2,6,5,5,4,4,3,4,2,3,3,2,3,3,4,0,0,0,5,3,4,4,3,3,4,3,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,3,1,0,0,0,0,0
0,0,0,6,4,3,1,0,0,1,0,0,5,0,0,1,0,0,1,2,0,1,5,0,0,0,4,2,3,5,3,3,3,3,4
0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2
14,11,13,12,11,14,7,7,9,17,15,16,15,18,19,14,16,14,17,15,12,26,21,12,11,9,12,16,14,16,17,15,18,20,17
1,0,1,1,2,2,7,14,10,8,7,6,4,6,5,2,1,1,2,2,4,6,6,1,0,1,3,2,5,3,1,3,2,2,2
7,5,5,7,6,5,4,3,5,7,8,5,7,5,7,13,5,3,4,5,4,11,11,2,0,0,11,9,13,13,12,10,9,10,12
